#{"t_start": 1627262560.045237, "env_id": "SlimeVolley-v0"}
r,l,t
0,3000,7803.810795
2,3000,7806.522622
0,3000,7809.451158
0,3000,7812.26481
1,3000,7815.244796
0,3000,7817.527649
-1,3000,7820.245388
-1,3000,7822.820413
-1,3000,7825.405038
1,3000,7827.927782
-1,3000,7830.608622
-1,3000,7833.132409
-2,3000,7835.709868
0,3000,7838.222106
0,3000,7840.851094
-1,3000,7843.594876
0,3000,7846.348145
-1,3000,7848.990111
-1,3000,7852.178928
0,3000,7855.027164
0,3000,7857.576353
0,3000,7860.672638
-1,3000,7864.345172
0,3000,7867.698254
0,3000,7870.328357
0,3000,7872.976023
0,3000,7876.105363
0,3000,7879.367674
0,3000,7882.608144
0,3000,7885.189521
0,3000,7887.998021
0,3000,7890.588436
1,3000,7893.137747
0,3000,7895.650487
-1,3000,7898.016159
-2,3000,7900.513968
0,3000,7903.059556
0,3000,7905.659007
-2,3000,7908.274581
0,3000,7910.894046
0,3000,7913.485929
0,3000,7916.451127
1,3000,7919.283316
1,3000,7922.33722
0,3000,7924.967531
-1,3000,7927.565645
-1,3000,7930.368207
0,3000,7933.261976
0,3000,7935.734019
0,3000,7938.392802
0,3000,7940.978008
1,3000,7943.462448
-1,3000,7945.99107
2,3000,7948.550282
1,3000,7951.070654
-2,3000,7953.557642
0,3000,7956.112468
0,3000,7958.687427
0,3000,7961.353111
-1,3000,7964.005602
0,3000,7966.539428
-2,3000,7969.20076
-1,3000,7971.493624
0,3000,7974.174423
0,3000,7976.783958
0,3000,7979.3473
0,3000,7981.858402
1,3000,7984.544601
0,3000,7987.114922
0,3000,7989.673519
0,3000,7992.152567
0,3000,7994.927611
0,3000,7997.719773
0,3000,8000.285184
0,3000,8003.342449
0,3000,8006.060769
0,3000,8008.866803
0,3000,8011.722929
-1,3000,8014.46704
-1,3000,8017.180226
0,3000,8020.130495
1,3000,8022.759258
0,3000,8025.557154
0,3000,8028.303214
0,3000,8031.068569
0,3000,8033.946491
1,3000,8036.618462
0,3000,8039.123113
0,3000,8041.861632
-1,3000,8044.777426
-2,3000,8047.65771
1,3000,8050.079652
1,3000,8052.763749
0,3000,8055.391881
0,3000,8058.387478
0,3000,8061.215394
2,3000,8063.980862
1,3000,8066.56938
1,3000,8069.088298
0,3000,8071.745637
0,3000,8074.259628
0,3000,8076.653636
0,3000,8079.121028
0,3000,8082.252051
0,3000,8085.189493
-1,3000,8087.758736
0,3000,8090.508923
-1,3000,8093.276762
0,3000,8096.422424
0,3000,8099.15791
-1,3000,8101.961678
0,3000,8104.683418
-1,3000,8107.358666
0,3000,8110.023992
1,3000,8112.75478
-2,3000,8115.250793
0,3000,8117.870163
-1,3000,8120.362423
-2,3000,8123.010241
1,3000,8125.244154
-2,3000,8127.790033
-1,3000,8130.293428
0,3000,8133.093585
0,3000,8135.92943
0,3000,8138.728794
1,3000,8141.333489
0,3000,8143.774656
0,3000,8146.359648
-1,3000,8148.860946
0,3000,8151.353901
-3,3000,8153.887827
-1,3000,8156.518112
0,3000,8159.151809
0,3000,8161.443084
0,3000,8163.936718
-2,3000,8166.673937
0,3000,8169.305159
0,3000,8171.95576
-1,3000,8174.562783
0,3000,8177.320623
0,3000,8179.77169
0,3000,8182.301076
-1,3000,8184.703765
-1,3000,8187.258719
0,3000,8189.740526
0,3000,8192.381944
0,3000,8194.947614
0,3000,8197.599428
0,3000,8200.061504
0,3000,8202.925646
0,3000,8205.680294
0,3000,8208.590268
-1,3000,8211.352293
0,3000,8214.047785
0,3000,8216.655245
-1,3000,8219.592745
-1,3000,8222.114897
1,3000,8224.626498
0,3000,8227.144695
-2,3000,8229.664281
0,3000,8232.231807
2,3000,8234.815049
-1,3000,8237.211639
1,3000,8239.99465
0,3000,8242.746256
0,3000,8245.70323
0,3000,8248.585196
0,3000,8251.190491
0,3000,8254.126915
0,3000,8256.834938
0,3000,8259.631119
-1,3000,8262.410203
1,3000,8264.964573
0,3000,8267.918588
0,3000,8270.482382
-1,3000,8273.369157
0,3000,8275.749586
1,3000,8278.386407
0,3000,8281.076325
1,3000,8283.808835
2,3000,8286.44174
0,3000,8289.196729
0,3000,8291.89233
-2,3000,8294.728224
-1,3000,8297.455009
0,3000,8300.260919
0,3000,8303.169893
-1,3000,8305.984719
0,3000,8308.750349
1,3000,8311.280765
0,3000,8313.584366
0,3000,8316.239755
0,3000,8318.841458
0,3000,8321.432646
-1,3000,8324.106028
0,3000,8326.922087
-1,3000,8329.703886
-1,3000,8332.355543
0,3000,8335.124307
0,3000,8337.846918
0,3000,8340.75141
-2,3000,8343.478061
1,3000,8346.153755
1,3000,8348.937425
1,3000,8351.282406
0,3000,8354.029275
-1,3000,8356.890043
0,3000,8359.676794
0,3000,8362.34882
0,3000,8365.132948
0,3000,8367.781541
-1,3000,8370.525732
1,3000,8373.228736
-3,3000,8375.783248
-1,3000,8378.453285
0,3000,8381.172467
-2,3000,8383.891513
-2,3000,8386.478881
-1,3000,8388.971111
-2,3000,8391.241224
-1,3000,8393.767044
-1,3000,8396.369789
0,3000,8399.00483
-1,3000,8401.747105
2,3000,8404.364633
0,3000,8406.908128
-1,3000,8409.45174
-1,3000,8412.080021
0,3000,8414.726838
-1,3000,8417.359452
1,3000,8419.980211
1,3000,8422.70509
-3,3000,8425.199598
0,3000,8427.589054
0,3000,8430.03586
-1,3000,8432.577741
0,3000,8435.127041
0,3000,8437.616706
1,3000,8440.13525
0,3000,8442.651173
0,3000,8445.148429
-1,3000,8447.651688
1,3000,8450.127817
1,3000,8452.678702
0,3000,8455.207087
-1,3000,8457.841684
-1,3000,8460.296652
1,3000,8462.667498
0,3000,8465.228911
0,3000,8467.710647
0,3000,8470.219768
0,3000,8472.853481
0,3000,8475.383746
0,3000,8478.141363
0,3000,8480.714295
-1,3000,8483.236893
0,3000,8485.909982
0,3000,8488.412722
0,3000,8491.023683
0,3000,8493.494039
0,3000,8496.087934
0,3000,8498.614036
0,3000,8501.235966
0,3000,8503.766791
0,3000,8506.223204
0,3000,8508.767382
0,3000,8511.289796
0,3000,8513.844665
0,3000,8516.518561
0,3000,8519.015202
2,3000,8521.618832
0,3000,8524.178264
1,3000,8526.677882
0,3000,8529.371928
1,3000,8532.025778
0,3000,8534.488912
-1,3000,8536.811135
3,3000,8539.390531
0,3000,8542.031346
0,3000,8544.591072
0,3000,8547.168229
0,3000,8549.694439
0,3000,8552.224386
0,3000,8554.830751
1,3000,8557.384998
0,3000,8560.097981
0,3000,8562.579648
1,3000,8565.14171
1,3000,8567.677872
0,3000,8570.186354
1,3000,8572.562784
-1,3000,8575.132857
1,3000,8577.741049
0,3000,8580.311932
0,3000,8582.760394
1,3000,8585.24794
-1,3000,8587.830065
0,3000,8590.323211
1,3000,8592.981911
0,3000,8595.486293
1,3000,8597.980463
2,3000,8600.573028
2,3000,8603.13241
0,3000,8605.61432
-1,3000,8607.876051
0,3000,8610.348148
0,3000,8612.858479
0,3000,8615.588561
1,3000,8618.062669
0,3000,8620.530087
0,3000,8623.160719
3,3000,8625.710711
0,3000,8628.20852
-1,3000,8630.850085
0,3000,8633.395338
-1,3000,8635.875317
0,3000,8638.425725
1,3000,8640.916766
-2,3000,8643.238171
0,3000,8646.052084
-1,3000,8648.835044
0,3000,8651.542436
0,3000,8654.425441
0,3000,8657.198644
0,3000,8659.694417
-1,3000,8662.237148
-2,3000,8664.811506
-1,3000,8667.307847
0,3000,8669.850882
-1,3000,8672.55189
-1,3000,8675.153454
2,3000,8677.924387
3,3000,8680.263442
1,3000,8682.91077
-2,3000,8685.361288
0,3000,8687.902724
0,3000,8690.565668
1,3000,8693.043541
1,3000,8695.677156
0,3000,8698.334383
-2,3000,8700.941319
1,3000,8703.398584
-1,3000,8705.912638
1,3000,8708.51287
0,3000,8711.166135
0,3000,8713.70092
-1,3000,8716.203714
1,3000,8718.479841
0,3000,8721.054
-2,3000,8723.703221
1,3000,8726.230177
0,3000,8728.855703
-1,3000,8731.398491
0,3000,8733.942404
-1,3000,8736.542469
-2,3000,8739.205393
0,3000,8741.826354
-4,3000,8744.320349
1,3000,8746.84516
0,3000,8749.394571
0,3000,8751.903986
0,3000,8754.273909
0,3000,8756.870068
0,3000,8759.429469
0,3000,8762.100655
0,3000,8764.665224
-1,3000,8767.366473
-1,3000,8769.958718
-1,3000,8772.573598
-1,3000,8775.055546
-1,3000,8777.621791
-1,3000,8780.218895
-1,3000,8782.756994
0,3000,8785.427837
-1,3000,8787.966038
0,3000,8790.347394
1,3000,8792.806482
0,3000,8795.427532
1,3000,8797.885081
-2,3000,8800.427336
-1,3000,8803.035501
0,3000,8805.634333
1,3000,8808.290398
0,3000,8810.788673
0,3000,8813.241012
0,3000,8815.819093
-1,3000,8818.413419
-1,3000,8820.922245
-1,3000,8823.428458
0,3000,8825.737451
0,3000,8828.327288
0,3000,8830.840502
1,3000,8833.303407
1,3000,8835.846848
0,3000,8838.40241
0,3000,8841.079294
1,3000,8843.65134
0,3000,8846.161142
0,3000,8848.776602
0,3000,8851.326472
-1,3000,8853.865786
0,3000,8856.397093
1,3000,8858.939849
0,3000,8861.489344
2,3000,8863.836091
-1,3000,8866.317395
1,3000,8868.879945
0,3000,8871.410949
-1,3000,8874.064213
0,3000,8876.5767
-1,3000,8879.124911
2,3000,8881.62034
0,3000,8884.125162
0,3000,8886.635451
0,3000,8889.17701
2,3000,8891.754223
0,3000,8894.187505
-1,3000,8896.7014
-1,3000,8899.061399
-1,3000,8901.539819
1,3000,8904.021334
0,3000,8906.488615
-1,3000,8909.002361
0,3000,8911.620532
4,3000,8914.242188
0,3000,8916.768677
0,3000,8919.296058
-2,3000,8921.953227
0,3000,8924.506604
0,3000,8927.169561
0,3000,8929.749614
0,3000,8932.408447
0,3000,8934.774558
1,3000,8937.339712
0,3000,8939.854411
0,3000,8942.427868
-1,3000,8945.096733
0,3000,8947.627746
-1,3000,8950.163584
0,3000,8952.712693
0,3000,8955.163075
0,3000,8957.72632
0,3000,8960.261229
2,3000,8962.814423
3,3000,8965.336581
1,3000,8967.93918
0,3000,8970.303663
-1,3000,8972.867516
0,3000,8975.458165
0,3000,8977.933126
0,3000,8980.609403
0,3000,8983.110782
1,3000,8985.647808
0,3000,8988.245347
-1,3000,8990.794662
0,3000,8993.405647
2,3000,8995.938703
1,3000,8998.468237
0,3000,9001.143909
1,3000,9003.65269
0,3000,9005.966607
3,3000,9008.41375
0,3000,9010.98374
0,3000,9013.505972
0,3000,9016.085155
-2,3000,9018.781851
0,3000,9021.348113
0,3000,9023.907449
-1,3000,9026.424814
-1,3000,9028.951814
2,3000,9031.399141
1,3000,9034.031332
1,3000,9036.625124
0,3000,9039.186776
-1,3000,9041.755357
-1,3000,9044.089797
0,3000,9046.634799
1,3000,9049.108591
0,3000,9051.777541
0,3000,9054.255411
0,3000,9056.895828
0,3000,9059.404346
0,3000,9061.895202
0,3000,9064.430741
0,3000,9066.951672
0,3000,9069.573392
-1,3000,9072.2429
1,3000,9074.737209
0,3000,9077.254408
0,3000,9079.613815
0,3000,9082.175689
-1,3000,9084.829938
-1,3000,9087.446942
0,3000,9090.072012
1,3000,9092.641492
1,3000,9095.21594
0,3000,9097.733687
0,3000,9100.484158
0,3000,9102.978053
0,3000,9105.659486
2,3000,9108.188987
-3,3000,9110.822448
0,3000,9113.364729
1,3000,9115.811331
0,3000,9118.419013
-2,3000,9120.981713
0,3000,9123.539352
0,3000,9126.162239
0,3000,9128.647992
-1,3000,9131.261732
1,3000,9133.785017
-1,3000,9136.313515
0,3000,9138.904273
0,3000,9141.639905
0,3000,9144.123143
0,3000,9146.660102
0,3000,9149.185308
0,3000,9151.504562
1,3000,9154.043161
-1,3000,9156.705305
0,3000,9159.237503
0,3000,9161.785483
0,3000,9164.328023
0,3000,9166.965687
0,3000,9169.506062
0,3000,9172.068471
1,3000,9174.54392
0,3000,9177.289965
0,3000,9179.843992
1,3000,9182.532077
1,3000,9185.313978
0,3000,9187.84142
0,3000,9190.224091
0,3000,9192.780262
1,3000,9195.329409
1,3000,9197.863087
1,3000,9200.520793
0,3000,9203.09674
-1,3000,9205.84191
-1,3000,9208.444291
0,3000,9211.131952
0,3000,9213.796692
0,3000,9216.348378
0,3000,9218.93951
0,3000,9221.557747
2,3000,9224.127713
2,3000,9226.474618
0,3000,9229.119953
0,3000,9231.689081
0,3000,9234.186319
-1,3000,9236.75163
0,3000,9239.358752
0,3000,9242.003053
-1,3000,9244.657879
-2,3000,9247.227401
2,3000,9249.708118
0,3000,9252.254662
0,3000,9254.795023
-2,3000,9257.333205
0,3000,9259.836544
-1,3000,9262.153046
1,3000,9264.701012
-1,3000,9267.170542
3,3000,9269.758146
-1,3000,9272.322456
0,3000,9274.829902
1,3000,9277.277761
0,3000,9279.989685
0,3000,9282.495526
1,3000,9285.028352
0,3000,9287.547955
-1,3000,9290.114255
2,3000,9292.70543
-1,3000,9295.187222
0,3000,9297.582839
0,3000,9300.169254
0,3000,9302.750516
0,3000,9305.36187
-2,3000,9307.95499
-1,3000,9310.563466
-1,3000,9313.132837
0,3000,9315.737678
-2,3000,9318.278227
0,3000,9320.938968
0,3000,9323.462263
0,3000,9326.044492
0,3000,9328.492801
0,3000,9331.082186
0,3000,9333.436467
-1,3000,9336.067749
0,3000,9338.55733
0,3000,9341.062343
0,3000,9343.747128
0,3000,9346.305375
0,3000,9348.877156
0,3000,9351.547085
-1,3000,9354.157651
1,3000,9356.717579
1,3000,9359.320671
-2,3000,9361.869585
1,3000,9364.514413
0,3000,9367.139409
0,3000,9369.772413
0,3000,9372.218414
1,3000,9374.767087
0,3000,9377.261911
0,3000,9379.832576
1,3000,9382.358612
0,3000,9384.998136
0,3000,9387.788734
1,3000,9390.818449
1,3000,9393.943311
0,3000,9397.227081
0,3000,9400.675099
0,3000,9403.432498
-1,3000,9406.020089
2,3000,9408.585298
-2,3000,9411.002061
0,3000,9413.547208
0,3000,9416.351535
-1,3000,9419.672461
-2,3000,9423.404667
0,3000,9426.601776
-1,3000,9429.737586
0,3000,9432.812239
1,3000,9435.641896
1,3000,9438.714918
0,3000,9441.862412
-1,3000,9444.784708
0,3000,9447.642725
2,3000,9450.679961
-1,3000,9453.328624
0,3000,9456.314923
0,3000,9459.160623
0,3000,9462.095454
0,3000,9465.029178
0,3000,9467.949121
2,3000,9470.91875
0,3000,9473.876992
1,3000,9476.74673
0,3000,9479.578937
0,3000,9482.596835
0,3000,9485.365929
1,3000,9488.137593
1,3000,9491.024433
-1,3000,9493.633899
0,3000,9496.33482
1,3000,9499.314707
0,3000,9502.188038
0,3000,9505.073048
0,3000,9508.117191
0,3000,9511.243717
0,3000,9514.084809
0,3000,9516.789618
-1,3000,9519.490746
-1,3000,9522.544622
1,3000,9525.447942
1,3000,9528.194474
1,3000,9531.188391
1,3000,9534.50838
0,3000,9537.201049
0,3000,9540.150074
0,3000,9542.905959
0,3000,9545.856204
0,3000,9548.933688
1,3000,9551.795851
-2,3000,9554.649587
0,3000,9557.434082
0,3000,9560.329941
0,3000,9563.276426
0,3000,9566.763829
0,3000,9569.932065
-2,3000,9573.013489
0,3000,9576.306452
-1,3000,9579.275986
1,3000,9582.128122
0,3000,9584.954082
0,3000,9587.728313
0,3000,9590.706353
0,3000,9593.767913
1,3000,9596.887114
0,3000,9599.977651
-1,3000,9602.807396
-1,3000,9605.656247
-1,3000,9608.623912
0,3000,9611.49638
1,3000,9614.303438
-1,3000,9617.268327
2,3000,9620.146964
0,3000,9623.063119
0,3000,9626.006577
-1,3000,9628.979299
-1,3000,9631.693897
0,3000,9634.743295
0,3000,9637.564749
0,3000,9640.346056
0,3000,9643.058064
-1,3000,9646.057728
0,3000,9648.859937
0,3000,9651.539772
1,3000,9654.678457
1,3000,9657.697095
-1,3000,9660.219086
0,3000,9662.994101
0,3000,9665.865345
-1,3000,9668.695491
1,3000,9671.725225
0,3000,9674.582706
-1,3000,9677.67752
0,3000,9680.340598
0,3000,9683.039328
0,3000,9685.962186
0,3000,9688.587576
0,3000,9691.500161
0,3000,9694.074576
0,3000,9696.727109
0,3000,9699.48396
1,3000,9701.999264
-1,3000,9704.543335
-1,3000,9707.037789
0,3000,9709.674317
1,3000,9712.779064
0,3000,9715.609225
-1,3000,9718.329977
2,3000,9721.315611
0,3000,9724.312494
-1,3000,9727.118438
-1,3000,9730.171376
1,3000,9733.080938
1,3000,9736.047181
0,3000,9738.886959
0,3000,9741.647049
-1,3000,9744.630758
0,3000,9747.541879
0,3000,9750.410882
0,3000,9753.309687
0,3000,9756.166344
0,3000,9759.102869
1,3000,9761.895841
1,3000,9764.666525
0,3000,9767.768576
2,3000,9770.699948
0,3000,9773.527018
0,3000,9776.371815
0,3000,9779.256151
0,3000,9781.78614
0,3000,9784.695884
0,3000,9787.557968
0,3000,9790.673631
0,3000,9793.560615
-2,3000,9796.590664
0,3000,9799.701598
0,3000,9802.473925
0,3000,9805.233046
-2,3000,9808.363623
-1,3000,9811.123534
0,3000,9814.024847
0,3000,9816.808992
0,3000,9819.755092
-1,3000,9822.306345
-1,3000,9825.171313
0,3000,9828.065451
2,3000,9831.104192
0,3000,9834.001666
0,3000,9836.843414
0,3000,9839.807843
0,3000,9842.631938
0,3000,9845.59122
0,3000,9848.9764
0,3000,9852.051316
0,3000,9855.124844
0,3000,9858.094747
0,3000,9861.145577
-1,3000,9863.887531
1,3000,9866.81079
0,3000,9869.866638
-1,3000,9872.880645
0,3000,9876.000084
0,3000,9879.193742
0,3000,9882.428482
0,3000,9885.557511
1,3000,9888.66685
1,3000,9891.908205
0,3000,9894.855528
1,3000,9897.868261
1,3000,9900.79744
0,3000,9903.74176
0,3000,9906.605338
0,3000,9909.269423
1,3000,9912.003174
0,3000,9914.992126
-1,3000,9917.961714
0,3000,9921.029534
-1,3000,9923.856141
-2,3000,9926.928768
-1,3000,9929.814643
-2,3000,9932.810912
-1,3000,9935.699734
-1,3000,9938.591157
1,3000,9941.441476
0,3000,9944.511067
2,3000,9947.443724
1,3000,9950.157672
0,3000,9953.070197
-3,3000,9956.166467
-1,3000,9959.240291
-1,3000,9962.178235
-2,3000,9965.037299
-5,2377,9967.371647
-1,3000,9970.354525
-1,3000,9973.227733
-1,3000,9976.184616
0,3000,9979.09619
0,3000,9982.179537
1,3000,9985.090008
0,3000,9988.206743
1,3000,9991.107206
-1,3000,9993.980605
0,3000,9997.146457
1,3000,10000.20667
1,3000,10003.166956
0,3000,10006.104064
-1,3000,10008.933923
0,3000,10012.044507
0,3000,10015.028178
-2,3000,10017.927431
-1,3000,10020.832746
0,3000,10023.828561
3,3000,10026.905493
-1,3000,10030.062288
-1,3000,10033.590775
-1,3000,10036.681725
-1,3000,10040.224548
-3,3000,10044.017541
-3,3000,10047.214689
-2,3000,10050.381164
0,3000,10053.208102
-1,3000,10056.236065
0,3000,10059.167248
0,3000,10062.07056
0,3000,10065.054494
-1,3000,10067.974842
0,3000,10070.8475
0,3000,10073.47278
0,3000,10076.298547
1,3000,10079.041971
-1,3000,10081.680228
0,3000,10084.525467
-1,3000,10087.389958
0,3000,10090.266714
0,3000,10092.654235
-1,3000,10095.366845
-1,3000,10098.022485
1,3000,10100.808345
0,3000,10103.47844
0,3000,10106.154651
0,3000,10109.005377
1,3000,10111.78117
0,3000,10115.067665
0,3000,10118.176193
1,3000,10120.974573
0,3000,10123.998091
-1,3000,10126.976621
-2,3000,10129.780104
0,3000,10132.407195
0,3000,10135.210122
-1,3000,10137.872594
0,3000,10140.525471
0,3000,10143.21108
0,3000,10145.881127
-1,3000,10148.635062
-1,3000,10151.359836
1,3000,10154.067276
0,3000,10156.703208
0,3000,10159.54878
1,3000,10162.410373
-1,3000,10165.301145
-3,3000,10167.98753
1,3000,10170.461573
-1,3000,10173.266801
1,3000,10176.117043
0,3000,10178.972187
-1,3000,10182.528028
1,3000,10185.408044
0,3000,10188.109638
1,3000,10190.935399
0,3000,10193.69555
-2,3000,10196.353078
-2,3000,10199.270101
0,3000,10201.93962
0,3000,10204.663134
1,3000,10207.294635
-1,3000,10210.085457
0,3000,10212.63817
-2,3000,10215.282733
0,3000,10218.160489
1,3000,10221.190564
0,3000,10224.684728
-1,3000,10228.906923
-1,3000,10232.823005
0,3000,10236.52605
0,3000,10240.637334
2,3000,10244.370842
0,3000,10248.022356
0,3000,10251.666522
-1,3000,10255.275804
-1,3000,10259.229779
2,3000,10261.738087
0,3000,10264.315992
-1,3000,10267.287832
1,3000,10269.994385
0,3000,10272.503309
0,3000,10275.381462
0,3000,10277.909091
-1,3000,10280.501018
0,3000,10283.330179
-1,3000,10285.891979
0,3000,10288.450768
0,3000,10291.182392
1,3000,10294.294207
0,3000,10297.734674
-1,3000,10300.919306
-1,3000,10303.842743
0,3000,10307.01
0,3000,10309.942076
-1,3000,10313.517959
0,3000,10316.661544
0,3000,10319.976542
0,3000,10322.783592
0,3000,10325.858855
0,3000,10328.523954
0,3000,10331.261445
0,3000,10334.065302
0,3000,10337.157694
0,3000,10340.11425
0,3000,10342.726247
1,3000,10345.598716
1,3000,10348.545478
-1,3000,10351.363453
1,3000,10354.198657
-1,3000,10357.195916
0,3000,10360.10319
1,3000,10363.116686
-1,3000,10366.167254
0,3000,10368.967396
1,3000,10371.537194
1,3000,10374.502638
-1,3000,10377.494345
-3,3000,10380.03711
0,3000,10382.665127
-1,3000,10384.986964
0,3000,10387.49402
0,3000,10390.077532
1,3000,10392.592584
0,3000,10395.17682
0,3000,10397.642756
0,3000,10400.21815
0,3000,10403.03828
1,3000,10405.564555
0,3000,10408.242213
-2,3000,10410.849751
1,3000,10413.405398
1,3000,10416.026267
2,3000,10418.736505
0,3000,10421.200408
0,3000,10423.777021
0,3000,10426.473308
0,3000,10429.331377
0,3000,10432.886231
1,3000,10437.921333
0,3000,10442.608278
-3,3000,10447.289303
1,3000,10452.077685
-1,3000,10456.786542
-1,3000,10461.64127
-3,3000,10466.30276
0,3000,10471.365534
-1,3000,10476.185747
-2,3000,10480.643656
0,3000,10485.241218
0,3000,10489.902566
0,3000,10494.70423
-1,3000,10499.905254
-1,3000,10505.344804
1,3000,10511.314373
0,3000,10516.128736
0,3000,10520.707938
-1,3000,10525.895168
0,3000,10531.340997
0,3000,10536.583169
0,3000,10541.585053
-1,3000,10546.767392
-1,3000,10551.608511
-2,3000,10556.92175
-2,3000,10562.147215
1,3000,10567.488842
-2,3000,10572.783604
-1,3000,10577.810047
-1,3000,10582.947415
-1,3000,10587.711327
0,3000,10592.579283
-1,3000,10597.358073
-1,3000,10602.205511
1,3000,10606.886096
-2,3000,10611.621274
1,3000,10616.354996
0,3000,10620.812436
-1,3000,10625.569669
-3,3000,10630.347533
1,3000,10635.15345
-1,3000,10640.255619
2,3000,10645.02952
-1,3000,10649.899889
-2,3000,10654.819337
-1,3000,10660.05303
0,3000,10664.862319
0,3000,10669.601278
1,3000,10674.355625
0,3000,10679.153568
-1,3000,10683.908847
0,3000,10688.672591
-1,3000,10693.207618
0,3000,10697.994365
-1,3000,10702.863713
-2,3000,10707.611272
0,3000,10712.272818
-3,3000,10716.940768
-1,3000,10721.695954
-1,3000,10726.503843
0,3000,10731.318464
1,3000,10735.915068
-1,3000,10738.707622
-3,3000,10741.533321
0,3000,10744.253745
0,3000,10747.243963
0,3000,10749.82118
0,3000,10752.734762
0,3000,10755.771607
0,3000,10758.802676
-1,3000,10761.986677
1,3000,10765.190322
0,3000,10767.986309
1,3000,10771.080347
-1,3000,10773.819639
-1,3000,10776.738696
0,3000,10779.478423
0,3000,10782.451206
1,3000,10785.309376
1,3000,10788.213334
0,3000,10790.82556
0,3000,10793.53428
0,3000,10796.307993
-1,3000,10799.225739
0,3000,10802.219228
0,3000,10805.160686
0,3000,10808.166791
0,3000,10810.911792
0,3000,10813.780633
0,3000,10816.464577
0,3000,10819.200303
0,3000,10822.051348
-1,3000,10825.061023
1,3000,10827.887644
0,3000,10830.425754
0,3000,10833.17647
1,3000,10836.08064
0,3000,10838.678121
-1,3000,10841.40351
0,3000,10844.327141
-2,3000,10847.029956
0,3000,10850.267562
0,3000,10853.52293
0,3000,10856.559258
-2,3000,10859.775546
0,3000,10862.800122
-1,3000,10865.514456
-2,3000,10868.223083
-3,3000,10870.93416
-1,3000,10873.587475
0,3000,10876.191562
0,3000,10879.005883
2,3000,10881.689274
1,3000,10884.697879
-3,3000,10887.438458
-1,3000,10890.564561
0,3000,10893.333129
1,3000,10896.250026
0,3000,10898.987381
-1,3000,10901.830199
1,3000,10904.637588
0,3000,10907.373853
0,3000,10910.685677
-2,3000,10913.605693
-2,3000,10916.622578
-1,3000,10919.323569
1,3000,10922.126751
0,3000,10925.046988
0,3000,10928.09454
-1,3000,10931.051496
-1,3000,10933.712169
-1,3000,10936.420991
0,3000,10939.333102
0,3000,10942.012744
-2,3000,10944.828014
0,3000,10947.423978
0,3000,10950.220175
-5,2010,10951.803642
-1,3000,10954.432076
-4,2573,10956.982263
0,3000,10959.614543
-1,3000,10962.197285
-2,3000,10965.073067
1,3000,10967.684904
0,3000,10970.372412
0,3000,10973.158105
-2,3000,10976.071596
1,3000,10978.847322
-2,3000,10981.844069
-3,3000,10984.991499
0,3000,10988.424975
-2,3000,10991.674044
-2,3000,10994.490033
-4,3000,10997.404884
-2,3000,11000.274095
-1,3000,11002.988492
0,3000,11005.963255
-2,3000,11008.896794
0,3000,11012.019918
0,3000,11014.809207
-2,3000,11017.503261
-2,3000,11020.417725
-1,3000,11023.352224
0,3000,11025.99629
0,3000,11028.858612
1,3000,11031.853562
0,3000,11034.850334
0,3000,11037.519092
0,3000,11040.337808
0,3000,11043.178552
0,3000,11045.98216
0,3000,11048.710341
0,3000,11051.417876
0,3000,11054.152579
3,3000,11056.871543
1,3000,11059.681533
0,3000,11062.320461
1,3000,11064.997619
0,3000,11067.604176
0,3000,11070.405081
-1,3000,11073.257317
0,3000,11076.046948
-2,3000,11078.851608
0,3000,11081.533404
0,3000,11084.25806
-1,3000,11087.03648
0,3000,11089.738853
0,3000,11092.373338
0,3000,11095.034417
0,3000,11097.851125
-1,3000,11100.763263
0,3000,11103.549591
-1,3000,11106.442634
0,3000,11109.366235
0,3000,11112.275536
1,3000,11115.659453
0,3000,11119.06118
1,3000,11122.198003
0,3000,11126.182133
0,3000,11128.849593
0,3000,11131.483524
3,3000,11134.138148
1,3000,11136.666611
0,3000,11139.014302
-2,3000,11141.779095
0,3000,11144.763749
0,3000,11147.664917
1,3000,11150.652261
0,3000,11153.362151
0,3000,11156.357944
-1,3000,11159.1526
-1,3000,11162.02558
-1,3000,11165.071468
-2,3000,11167.849665
0,3000,11170.698282
1,3000,11173.277001
0,3000,11175.878014
0,3000,11178.565871
0,3000,11181.051516
0,3000,11183.56979
0,3000,11186.347375
0,3000,11189.178412
1,3000,11192.254413
1,3000,11194.876306
0,3000,11197.561541
1,3000,11200.312128
0,3000,11203.097112
-1,3000,11206.210479
-1,3000,11210.054523
0,3000,11213.70447
0,3000,11217.627794
1,3000,11221.369538
1,3000,11224.915075
0,3000,11228.458148
0,3000,11232.033113
1,3000,11235.572884
-1,3000,11239.149311
0,3000,11242.74526
0,3000,11246.290915
2,3000,11249.776811
0,3000,11253.352821
0,3000,11256.921525
0,3000,11260.514413
0,3000,11264.019347
0,3000,11267.773407
1,3000,11270.289133
-1,3000,11273.314359
0,3000,11275.983957
0,3000,11278.748837
0,3000,11281.453599
0,3000,11284.155123
0,3000,11286.859439
1,3000,11289.485538
0,3000,11292.159179
0,3000,11294.783253
1,3000,11297.375336
1,3000,11299.915881
1,3000,11302.436186
-1,3000,11304.97676
-1,3000,11307.528045
0,3000,11309.939863
1,3000,11312.475818
0,3000,11314.93321
0,3000,11317.45258
0,3000,11320.069869
0,3000,11322.910532
0,3000,11325.980592
0,3000,11329.133165
-1,3000,11331.793178
